"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"498","#fucktrump #notmypresident #protests @realdonaldtrump  #trump protest $#@!@!!*^$@!? https://t.co/9WXaYFeJbT",FALSE,0,NA,2016-12-09 18:15:56,FALSE,NA,"807287679645687816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eduardoambriz3",0,FALSE,FALSE,NA,NA
"499","RT @gfreeber: TRUMP Military  experience  my money got me out of it. @realDonaldTrump @GOPtalk  @foxnewsalert @WeDaGOPNow https://t.co/Ey4G…",FALSE,0,NA,2016-12-09 18:15:55,FALSE,NA,"807287678840565760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gfreeber",1,TRUE,FALSE,NA,NA
"500",".@realdonaldtrump Sanders on Trump pick: This is how a rigged economy works https://t.co/U2WhXKaA9w",FALSE,1,NA,2016-12-09 18:15:50,FALSE,NA,"807287654958108673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mnhanson",1,FALSE,FALSE,NA,NA
"501","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump w…",FALSE,0,NA,2016-12-09 18:15:46,FALSE,NA,"807287639443406848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JulienDecosimo",29,TRUE,FALSE,NA,NA
"502","@mike_pence @realDonaldTrump maybe Jesus will come &amp;take His true christians home. I'm a true Christian &amp; I can never align myself w/ trump",FALSE,0,"mike_pence",2016-12-09 18:15:44,FALSE,"807047007231758336","807287629985304576","22203756","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robbiewilder9",0,FALSE,FALSE,NA,NA
"503","RT @FoxNewsInsider: .@realDonaldTrump Supporters Also Want 'Safe Spaces' on College Campuses @OutnumberedFNC https://t.co/3jaNsBt7PF https:…",FALSE,0,NA,2016-12-09 18:15:43,FALSE,NA,"807287625417654273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abbaeema41",13,TRUE,FALSE,NA,NA
"504","@realDonaldTrump Obama DOT lets foreign airline break int'l treaty &amp; decimate US aviation industry, jobs #DenyNAI #SWAPA #Trump",FALSE,0,"realDonaldTrump",2016-12-09 18:15:42,FALSE,NA,"807287622544527361","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Sean50472047",0,FALSE,FALSE,NA,NA
"505","@buenopischa @Mathieutakam @farragutwest @realDonaldTrump  can you imagine what Trump would tweet in those 4 min.? He'd blame someone.",FALSE,0,"buenopischa",2016-12-09 18:15:29,FALSE,"806682026090831872","807287569809633280","2761257052","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zizigems",0,FALSE,FALSE,NA,NA
"506","RT @AlexSanz: Big business warns @realDonaldTrump against mass deportation. https://t.co/fE0H5aIZnH",FALSE,0,NA,2016-12-09 18:15:28,FALSE,NA,"807287565262999552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agraddi",1,TRUE,FALSE,NA,NA
"507","RT @DanielleMuscato: ALEC BALDWIN's impression was ""mean-spirited""?! How DARE you, @realDonaldTrump? Have you no shame? You are a bully. ht…",FALSE,0,NA,2016-12-09 18:15:26,FALSE,NA,"807287556329054209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wilson15Margret",1321,TRUE,FALSE,NA,NA
"508","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump w…",FALSE,0,NA,2016-12-09 18:15:25,FALSE,NA,"807287551669071877",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RiggyQueen",29,TRUE,FALSE,NA,NA
"509","Would love to hear @realDonaldTrump 's thoughts on @FedEx CEO Fred Smith's criticism of his trade policy 
https://t.co/1ohicL2gVb",FALSE,1,NA,2016-12-09 18:15:25,FALSE,NA,"807287551186923520",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","crobmatthews",2,FALSE,FALSE,NA,NA
"510","RT @NkirukaNistoran: Biafra Today: OPINION: Trump Needs Biafra to Eradicate Radical Islam, With Israel as a Key Player @realDonaldTrump htt…",FALSE,0,NA,2016-12-09 18:15:17,FALSE,NA,"807287518223888384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gochea4real",193,TRUE,FALSE,NA,NA
"511","@Pkatt @realDonaldTrump it's our only hope I rather try than just roll over and take it like Melania Trump",FALSE,1,"Pkatt",2016-12-09 18:15:16,FALSE,"807287293455106049","807287514922885121","35039919","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ValuesRevolt",0,FALSE,FALSE,NA,NA
"512","Yeah. It's not like @realDonaldTrump never addressed it 

https://t.co/1xy3N59jSV https://t.co/bk2GO6D2TE",FALSE,0,NA,2016-12-09 18:15:16,FALSE,NA,"807287514067177475",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andredge",0,FALSE,FALSE,NA,NA
"513",".@realDonaldTrump supporters and the persistence of the 'reality gap' https://t.co/mMwn0BNZgU",FALSE,0,NA,2016-12-09 18:15:16,FALSE,NA,"807287512167251968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnakcrawford",0,FALSE,FALSE,NA,NA
"514","Gary Cohn is COO &amp; President of Goldman Sachs. How exactly does that #draintheswamp @realDonaldTrump https://t.co/ecwn0YmA1R",FALSE,35,NA,2016-12-09 18:15:12,FALSE,NA,"807287494417018880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","StephenColbart",29,FALSE,FALSE,NA,NA
"515","@realDonaldTrump @RudyGiuliani I believe it would be a shame if Trump does not pick Rudy for SOS. He has the knowledge leadership we need",FALSE,0,"realDonaldTrump",2016-12-09 18:15:08,FALSE,NA,"807287477761347584","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimberlyBlunk",0,FALSE,FALSE,NA,NA
"516","RT @realDonaldTrump: Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: http…",FALSE,0,NA,2016-12-09 18:14:57,FALSE,NA,"807287435541495810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","williamevans101",5266,TRUE,FALSE,NA,NA
"517","RT @NkirukaNistoran: Biafra Today: OPINION: Trump Needs Biafra to Eradicate Radical Islam, With Israel as a Key Player @realDonaldTrump htt…",FALSE,0,NA,2016-12-09 18:14:57,FALSE,NA,"807287433511440384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ugochuk8987786",193,TRUE,FALSE,NA,NA
"518","RT @DFAaction: Tell the #Senate to block @realDonaldTrump's cabinet nominees. https://t.co/DC8J40WxHZ #UniteBlue #Election2016 #Trump",FALSE,0,NA,2016-12-09 18:14:49,FALSE,NA,"807287401995350016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RoadDemocracy",6,TRUE,FALSE,NA,NA
"519","@realDonaldTrump must find it odd Hollywood &amp; NBA loved Trump Hotels before election. Now promote boycotts. Can u say sore losers?
#politics",FALSE,0,"realDonaldTrump",2016-12-09 18:14:48,FALSE,NA,"807287396228337664","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","TideFever69",0,FALSE,FALSE,NA,NA
"520","@KipAimes @Brad_D80 @Reuters @realDonaldTrump  or is it because you believe everything trump tweets and says without looking it up yourself",FALSE,0,"KipAimes",2016-12-09 18:14:45,FALSE,"807148627718045696","807287384551391234","885950761","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thewholefoodsf1",0,FALSE,FALSE,NA,NA
"521","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:40,FALSE,NA,"807287360421588992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivJane",28,TRUE,FALSE,NA,NA
"522","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:40,FALSE,NA,"807287360304115714",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivLin",28,TRUE,FALSE,NA,NA
"523","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:40,FALSE,NA,"807287360299945984",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivTony",28,TRUE,FALSE,NA,NA
"524","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:40,FALSE,NA,"807287360270594048",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivDom",28,TRUE,FALSE,NA,NA
"525","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:40,FALSE,NA,"807287360207650816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivTim",28,TRUE,FALSE,NA,NA
"526","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360178323462",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nathanTbernard",28,TRUE,FALSE,NA,NA
"527","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360169902080",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivGina",28,TRUE,FALSE,NA,NA
"528","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360140492801",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivMark",28,TRUE,FALSE,NA,NA
"529","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360098619392",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","StephenColbart",28,TRUE,FALSE,NA,NA
"530","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360098603009",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivSarah",28,TRUE,FALSE,NA,NA
"531","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360094404608",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivLinda",28,TRUE,FALSE,NA,NA
"532","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360086036480",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivJim",28,TRUE,FALSE,NA,NA
"533","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287360060801025",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivLee",28,TRUE,FALSE,NA,NA
"534","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287359087775745",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivAnna",28,TRUE,FALSE,NA,NA
"535","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287359058411520",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivDani",28,TRUE,FALSE,NA,NA
"536","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287359012306944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivDestin",28,TRUE,FALSE,NA,NA
"537","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287358609653764",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","_hoodsy",28,TRUE,FALSE,NA,NA
"538","RT @nathanTbernard: So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287358487953408",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","impressivCo",28,TRUE,FALSE,NA,NA
"539","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump w…",FALSE,0,NA,2016-12-09 18:14:39,FALSE,NA,"807287357938561025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abbaeema41",29,TRUE,FALSE,NA,NA
"540","RT @FoxNews: .@jonathanvswan: ""Some of these scenes that we're seeing at Trump Tower are really to project an image that @realDonaldTrump w…",FALSE,0,NA,2016-12-09 18:14:26,FALSE,NA,"807287304595402752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mancari_brandy",29,TRUE,FALSE,NA,NA
"541","This is what happens when @realDonaldTrump attacks a private citizen on Twitter https://t.co/3nrfOhjklD",FALSE,0,NA,2016-12-09 18:14:25,FALSE,NA,"807287301084741632",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Ali_Star",0,FALSE,FALSE,NA,NA
"542","@FoxNews @jonathanvswan @realDonaldTrump No matter what Trump does, the left will say it's wrong, even if its right.",FALSE,3,"FoxNews",2016-12-09 18:14:24,FALSE,"807285927743803392","807287296605224960","1367531","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nanaisahoot",1,FALSE,FALSE,NA,NA
"543","RT @RockyMtWild: .@realDonaldTrump picked OK AG Scott Pruitt as head of EPA. A critic of EPA regs &amp; defender of fossil fuel interests https…",FALSE,0,NA,2016-12-09 18:14:23,FALSE,NA,"807287292700147712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nkDarkDrgmailc1",1,TRUE,FALSE,NA,NA
"544","RT @realDonaldTrump: Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: http…",FALSE,0,NA,2016-12-09 18:14:22,FALSE,NA,"807287286354313217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JSmith2o10",5266,TRUE,FALSE,NA,NA
"545","RT @johnlundin: Donald #Trump supporters express regret over their vote: 'He seems lost' | https://t.co/m4hXqbHRup @realDonaldTrump #NotMyP…",FALSE,0,NA,2016-12-09 18:14:20,FALSE,NA,"807287277118521345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jremi149",6,TRUE,FALSE,NA,NA
"546","@Realdonaldtrump is the biggest inciter of hate speech, Racism &amp; bullying on @Twitter @Jack must explore possibilties of suspending Trump.",FALSE,0,"realDonaldTrump",2016-12-09 18:14:19,FALSE,NA,"807287274576683008","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","BasilShuiski",0,FALSE,FALSE,NA,NA
"547","@Globetoppers @realDonaldTrump @WhispersNewsLTD Donald Trump is pushing his luck with women.It ain't 1950,pal..nothing but bad karma can..",FALSE,0,"Globetoppers",2016-12-09 18:14:16,FALSE,"807286153170866176","807287262610329600","15128132","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamarocks54",0,FALSE,FALSE,NA,NA
"548","RT @HumaneArtists: .@CWAUnion @AFTunion @unitehere @UAW @realDonaldTrump says @Carrier workers should have worked harder https://t.co/6SFbq…",FALSE,0,NA,2016-12-09 18:14:14,FALSE,NA,"807287251591921673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abdalrh98440039",22,TRUE,FALSE,NA,NA
"549","@thehill @realDonaldTrump 
""If he looks like a jerk, tweets like a jerk, and squawks like a jerk, then he probably is a jerk""
#Trump #jerk",FALSE,1,"thehill",2016-12-09 18:14:11,FALSE,"807286226197811200","807287240221147136","1917731","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CalvinSwine905",0,FALSE,FALSE,NA,NA
"550","Oh god @realDonaldTrump your not hiding it anymore RT<U+26A1><U+FE0F> “Trump offers another Goldman Sachs exec key economic post”

https://t.co/9oxEK0ATvP",FALSE,0,NA,2016-12-09 18:14:09,FALSE,NA,"807287230838505472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KAIJUKING23",0,FALSE,FALSE,NA,NA
"551","RT @PhilHands: Paul Ryan doesn't care what @realDonaldTrump tweets. He's the only one.  https://t.co/o7v0DzxRmp @SpeakerRyan #voterfraud #B…",FALSE,0,NA,2016-12-09 18:14:07,FALSE,NA,"807287223716630528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraInMadtown",2,TRUE,FALSE,NA,NA
"552","So glad that Mr. @realDonaldTrump will #draintheswamp by adding Gary Cohn, Goldman Sachs COO &amp; Prez to his admin! https://t.co/aZH1h7H1aM",FALSE,37,NA,2016-12-09 18:14:07,FALSE,NA,"807287222315732992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nathanTbernard",28,FALSE,FALSE,NA,NA
"553","@realDonaldTrump Trump is draining the swamp?He's forgotten the people! His elite Goldman Sachs will Not drain any swamp! Gold diggers!",FALSE,0,"realDonaldTrump",2016-12-09 18:14:06,FALSE,"806999846674698240","807287219228549120","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BecerrilEileen",0,FALSE,FALSE,NA,NA
"554","RT @r3d14l: Bitch-ass .@realdonaldtrump Blocks Million Women's March At Lincoln Memorial | Crooks and Liars https://t.co/RE7cjuryiA #fascism",FALSE,0,NA,2016-12-09 18:14:04,FALSE,NA,"807287210391334912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsDuhMeanor",1,TRUE,FALSE,NA,NA
"555","President-elect @realDonaldTrump has selected former St. Louisan Andy Puzder to be secretary of labor:… https://t.co/uV2cyVqerv",FALSE,0,NA,2016-12-09 18:14:02,TRUE,NA,"807287202208251906",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","stlouisbiz",0,FALSE,FALSE,NA,NA
"556","RT @TeamTrump: '@realDonaldTrump: Safety and Security of Americans Comes First' #AmericaFirst
https://t.co/ZagK47kACZ",FALSE,0,NA,2016-12-09 18:14:01,FALSE,NA,"807287196633989120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarrinChong",205,TRUE,FALSE,NA,NA
"557","RT @InSightCrime: How could @realDonaldTrump's nominee for @DHSgov, retired Gen. John Kelly, affect LatAm? @mimi_galia explains:
https://t.…",FALSE,0,NA,2016-12-09 18:13:36,FALSE,NA,"807287091772198913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","craig_gertsch",2,TRUE,FALSE,NA,NA
"558","Obama, taking time off to golf:Bad. Trump, running The Apprentice while in office: Good. Explain that logic to me? @realDonaldTrump",FALSE,0,NA,2016-12-09 18:13:33,FALSE,NA,"807287079684206593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WyldeHeartedSon",0,FALSE,FALSE,NA,NA
"559","@thehighsign @Evan_McMullin @realDonaldTrump don't matter Trump won!",FALSE,0,"thehighsign",2016-12-09 18:13:29,FALSE,"807282601971109888","807287065150898176","20351289","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blink8533",0,FALSE,FALSE,NA,NA
"560","@realdonaldtrump #MAGA #veteran #Trump #ohio #florida Study: 'American Dream' fades by 42 percent since 1940s... https://t.co/iYvuUQPorX",FALSE,0,"realDonaldTrump",2016-12-09 18:13:29,FALSE,NA,"807287063112318976","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NewTemplar77",0,FALSE,FALSE,NA,NA
"561","@realDonaldTrump  all Trump does is lie .
This is a prime example of his lies",FALSE,0,"realDonaldTrump",2016-12-09 18:13:27,FALSE,"806660011904614408","807287057169190912","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clydesdales1962",0,FALSE,FALSE,NA,NA
"562","RT @DanielleMuscato: ALEC BALDWIN's impression was ""mean-spirited""?! How DARE you, @realDonaldTrump? Have you no shame? You are a bully. ht…",FALSE,0,NA,2016-12-09 18:13:24,FALSE,NA,"807287043864821765",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShannonsWindow",1321,TRUE,FALSE,NA,NA
"563","RT @johnlundin: Donald #Trump supporters express regret over their vote: 'He seems lost' | https://t.co/m4hXqbHRup @realDonaldTrump #NotMyP…",FALSE,0,NA,2016-12-09 18:13:22,FALSE,NA,"807287033563664384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wary12",6,TRUE,FALSE,NA,NA
"564","Civil rights group condemns @realDonaldTrump move to block #MarchOnWashington Jan 21 protests https://t.co/KcN8hmgg4x",FALSE,0,NA,2016-12-09 18:13:21,FALSE,NA,"807287029490970625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnakcrawford",0,FALSE,FALSE,NA,NA
"565","2016 was all about Donald J. Trump @realDonaldTrump .... https://t.co/TsPCcMTJ3u",FALSE,0,NA,2016-12-09 18:13:18,FALSE,NA,"807287017923035136",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","NYPatriot4Trump",0,FALSE,FALSE,NA,NA
"566","@realDonaldTrump ...TRUMP CREW HEADED FOR THE SWAMP... https://t.co/F4OTL0QypO",FALSE,0,"realDonaldTrump",2016-12-09 18:13:13,FALSE,NA,"807286996351774725","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","grannyrosie3",0,FALSE,FALSE,NA,NA
"567","These people should be removed from duty GOP Elector Opposing Trump - ABC News - https://t.co/4GBrqak4WI via @ABC @realDonaldTrump #MAGA",FALSE,0,NA,2016-12-09 18:13:12,FALSE,NA,"807286993633755136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bear_4bear",0,FALSE,FALSE,NA,NA
"568","@realDonaldTrump #Trump has no interest in governing and will quickly get bored doing it.  https://t.co/rtQRADKAbI",FALSE,0,"realDonaldTrump",2016-12-09 18:13:07,FALSE,NA,"807286971970093056","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rwrabbit",0,FALSE,FALSE,NA,NA
"569","@BPAnderson1164 @rrhoop @eldonko_phd @MrTommyCampbell @realDonaldTrump Sessions will. Trump will let him because of her actions",FALSE,0,"BPAnderson1164",2016-12-09 18:13:04,FALSE,"807285522443943936","807286959626481664","763763802273742848","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJMcarronsTatto",0,FALSE,FALSE,NA,NA
"570","Donald #Trump supporters express regret over their vote: 'He seems lost' | https://t.co/m4hXqbHRup @realDonaldTrump #NotMyPresident",FALSE,2,NA,2016-12-09 18:13:00,FALSE,NA,"807286942144544768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","johnlundin",6,FALSE,FALSE,NA,NA
"571","@DefendingtheUSA @realDonaldTrump Jews survived 19 centuries of persecution by their wits...Donald trump knows all about it and has.have fun",FALSE,0,"DefendingtheUSA",2016-12-09 18:12:58,FALSE,"805578145046798336","807286932854177792","63228779","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrMolak",0,FALSE,FALSE,NA,NA
"572","RT @amrightnow: Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https://t.co/j58e8aacrE https://t.co/26S…",FALSE,0,NA,2016-12-09 18:12:57,FALSE,NA,"807286928836100097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jpjack_brennan",5,TRUE,FALSE,NA,NA
"573","RT @BettySchendel: @FoxNews @jonathanvswan @realDonaldTrump Haha...Christmas Season at Trump Tower with a big Trump Rump Roast and a Multi-…",FALSE,0,NA,2016-12-09 18:12:55,FALSE,NA,"807286921391198208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tamso1970",2,TRUE,FALSE,NA,NA
"574","@CNN @POTUS @realDonaldTrump Hey Trump i want to introduce you to #Pathways of Washington DC.",FALSE,0,"GatlinMicheal",2016-12-09 18:12:52,FALSE,"807286870396796929","807286910192390145","508800987","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GatlinMicheal",0,FALSE,FALSE,NA,NA
